code,observed_at,start_at,status,chance_this,chance_next,news
61933,1680813728,1680813728,a,75.0,100.0,
66588,1657988027,1657035004,d,,25.0,Knee injury - 25% chance of playing
66588,1659370276,1659370276,i,,0.0,Knee injury - Expected back 03 Sep
66588,1659947328,1659947328,i,0.0,0.0,Knee injury - Expected back 27 Aug
66588,1661250559,1661250559,i,0.0,0.0,Knee injury - Expected back 03 Sep
66588,1662109894,1662109894,d,0.0,75.0,Lack of match fitness - 75% chance of playing
66588,1662536127,1662536127,a,75.0,100.0,
66975,1657988027,1657988027,a,,,
66975,1685259116,1683903609,i,0.0,0.0,Knock - Unknown return date
67089,1657988027,1657988027,a,,,
67089,1664875640,1663848007,d,75.0,75.0,Knock - 75% chance of playing
67089,1665555681,1665555681,a,100.0,100.0,
69752,1660639221,1660639221,a,,,
69752,1667216228,1666697408,i,0.0,0.0,Hamstring injury - Unknown return date
69752,1668109477,1668109477,i,0.0,0.0,Hamstring injury - Expected back 27 Dec
69752,1669176618,1669176618,d,0.0,75.0,Hamstring injury - 75% chance of playing
69752,1672318255,1672318255,d,25.0,25.0,Hamstring injury - 25% chance of playing
69752,1674195851,1674195851,a,25.0,100.0,
72222,1657988027,1657988027,a,,,
72222,1669176618,1668178808,d,0.0,75.0,Knock - 75% chance of playing
72222,1672318255,1671724808,d,75.0,75.0,Illness - 75% chance of playing
72222,1672638138,1672638138,a,100.0,100.0,
72222,1674195851,1673728568,u,100.0,0.0,Transferred to DC United
75115,1657988027,1657988027,a,,,
75115,1661766052,1661261406,i,0.0,0.0,Hamstring injury - Expected back 11 Sep
75115,1663194349,1663194349,d,0.0,50.0,Hamstring injury - 50% chance of playing
75115,1664875640,1664875640,a,100.0,100.0,
75115,1668109477,1667561409,d,75.0,75.0,Illness - 75% chance of playing
75115,1669176618,1669176618,a,75.0,100.0,
75115,1672318255,1672106409,d,100.0,75.0,Illness - 75% chance of playing
75115,1672638138,1672638138,a,75.0,100.0,
75115,1676634450,1676142009,d,100.0,75.0,Hamstring injury - 75% chance of playing
75115,1677262181,1677262181,a,75.0,100.0,
76357,1657988027,1657988027,a,,,
76357,1675962528,1675906209,d,,75.0,Shin injury - 75% chance of playing
76357,1676634450,1676634450,i,0.0,0.0,Ankle injury - Expected back 06 Mar
